transcript_id	gene_id
YOR372C_mRNA	NDD1
YMR145C_mRNA	NDE1
YDL085W_mRNA	NDE2
YML120C_mRNA	NDI1
YOL104C_mRNA	NDJ1
YLR254C_mRNA	NDL1
YHR124W_mRNA	NDT80
YLR265C_mRNA	NEJ1
YHR035W_mRNA	NEL1
YHR004C_mRNA	NEM1
YIL048W_mRNA	NEO1
YJL076W_mRNA	NET1
YPL226W_mRNA	NEW1
YOR156C_mRNA	NFI1
YCL017C_mRNA	NFS1
YKR103W_mRNA	NFT1
YKL040C_mRNA	NFU1
YDR176W_mRNA	NGG1
YOL042W_mRNA	NGL1
YMR285C_mRNA	NGL2
YML118W_mRNA	NGL3
YBR212W_mRNA	NGR1
YLR138W_mRNA	NHA1
YDL002C_mRNA	NHP10
YDL208W_mRNA	NHP2
YPR052C_mRNA	NHP6A
YBR089C-A_mRNA	NHP6B
YBR089C-A_pre-mRNA	NHP6B
YDR456W_mRNA	NHX1
YFR002W_mRNA	NIC96
YGL221C_mRNA	NIF3
YMR309C_mRNA	NIP1
YPL174C_mRNA	NIP100
YPL211W_mRNA	NIP7
YNL078W_mRNA	NIS1
YIL164C_mRNA	NIT1
YJL126W_mRNA	NIT2
YLR351C_mRNA	NIT3
YDR383C_mRNA	NKP1
YLR315W_mRNA	NKP2
YLR328W_mRNA	NMA1
YNL123W_mRNA	NMA111
YGR010W_mRNA	NMA2
YHR077C_mRNA	NMD2
YHR077C_pre-mRNA	NMD2
YHR170W_mRNA	NMD3
YLR363C_mRNA	NMD4
YJR132W_mRNA	NMD5
YLR195C_mRNA	NMT1
YJR112W_mRNA	NNF1
YGR089W_mRNA	NNF2
YKL171W_mRNA	NNK1
YLR285W_mRNA	NNT1
YOR056C_mRNA	NOB1
YOR206W_mRNA	NOC2
YLR002C_mRNA	NOC3
YPR144C_mRNA	NOC4
YPL093W_mRNA	NOG1
YNR053C_mRNA	NOG2
YNR053C_pre-mRNA	NOG2
YDL014W_mRNA	NOP1
YHR072W-A_mRNA	NOP10
YOL041C_mRNA	NOP12
YNL175C_mRNA	NOP13
YDL148C_mRNA	NOP14
YNL110C_mRNA	NOP15
YER002W_mRNA	NOP16
YGR251W_mRNA	NOP19
YNL061W_mRNA	NOP2
YPL043W_mRNA	NOP4
YPL146C_mRNA	NOP53
YLR197W_mRNA	NOP56
YOR310C_mRNA	NOP58
YDL213C_mRNA	NOP6
YGR103W_mRNA	NOP7
YOL144W_mRNA	NOP8
YJL010C_mRNA	NOP9
YIL038C_mRNA	NOT3
YPR072W_mRNA	NOT5
YJR072C_mRNA	NPA3
YDL046W_mRNA	NPC2
YDR432W_mRNA	NPL3
YBR170C_mRNA	NPL4
YMR091C_mRNA	NPL6
YCR026C_mRNA	NPP1
YEL016C_mRNA	NPP2
YNL183C_mRNA	NPR1
YEL062W_mRNA	NPR2
YHL023C_mRNA	NPR3
YOR209C_mRNA	NPT1
YGL067W_mRNA	NPY1
YGR043C_mRNA	NQM1
YNL251C_mRNA	NRD1
YDR043C_mRNA	NRG1
YBR066C_mRNA	NRG2
YNL129W_mRNA	NRK1
YNR009W_mRNA	NRM1
YDL167C_mRNA	NRP1
YOR071C_mRNA	NRT1
YGL111W_mRNA	NSA1
YER126C_mRNA	NSA2
YLR007W_mRNA	NSE1
YDR288W_mRNA	NSE3
YDL105W_mRNA	NSE4
YML023C_mRNA	NSE5
YHR133C_mRNA	NSG1
YNL156C_mRNA	NSG2
YDR026C_mRNA	NSI1
YPL233W_mRNA	NSL1
YJL041W_mRNA	NSP1
YJL041W_pre-mRNA	NSP1
YGR159C_mRNA	NSR1
YNL091W_mRNA	NST1
YJR062C_mRNA	NTA1
YBR188C_mRNA	NTC20
YML059C_mRNA	NTE1
YER009W_mRNA	NTF2
YAL015C_mRNA	NTG1
YOL043C_mRNA	NTG2
YDR001C_mRNA	NTH1
YBR001C_mRNA	NTH2
YPR031W_mRNA	NTO1
YKR022C_mRNA	NTR2
YJL208C_mRNA	NUC1
YOR373W_mRNA	NUD1
YOL069W_mRNA	NUF2
YER006W_mRNA	NUG1
YDR150W_mRNA	NUM1
YOR098C_mRNA	NUP1
YKL068W_mRNA	NUP100
YMR047C_mRNA	NUP116
YKL057C_mRNA	NUP120
YKR082W_mRNA	NUP133
YGL092W_mRNA	NUP145
YER105C_mRNA	NUP157
YIL115C_mRNA	NUP159
YBL079W_mRNA	NUP170
YML103C_mRNA	NUP188
YJL039C_mRNA	NUP192
YLR335W_mRNA	NUP2
YDR192C_mRNA	NUP42
YGL172W_mRNA	NUP49
YMR153W_mRNA	NUP53
YGR119C_mRNA	NUP57
YAR002W_mRNA	NUP60
YJL061W_mRNA	NUP82
YDL116W_mRNA	NUP84
YJR042W_mRNA	NUP85
YDL089W_mRNA	NUR1
YDL193W_mRNA	NUS1
YGL151W_mRNA	NUT1
YPR168W_mRNA	NUT2
YHR195W_mRNA	NVJ1
YPR091C_mRNA	NVJ2
YLR093C_mRNA	NYV1
YLR093C_pre-mRNA	NYV1
YKL120W_mRNA	OAC1
YAL051W_mRNA	OAF1
YKR064W_mRNA	OAF3
YKL055C_mRNA	OAR1
YPL052W_pre-mRNA	OAZ1
YNL099C_mRNA	OCA1
YNL056W_mRNA	OCA2
YCR095C_mRNA	OCA4
YHL029C_mRNA	OCA5
YDR067C_mRNA	OCA6
YGL038C_mRNA	OCH1
YKL134C_mRNA	OCT1
YPL134C_mRNA	ODC1
YOR222W_mRNA	ODC2
YML060W_mRNA	OGG1
YGR179C_mRNA	OKP1
YBR025C_mRNA	OLA1
YGL055W_mRNA	OLE1
YBR230C_mRNA	OM14
YBR230C_pre-mRNA	OM14
YIL136W_mRNA	OM45
YKR087C_mRNA	OMA1
YDR316W_mRNA	OMS1
YHL020C_mRNA	OPI1
YOL032W_mRNA	OPI10
YPR044C_mRNA	OPI11
YJR073C_mRNA	OPI3
YDL096C_mRNA	OPI6
YDR360W_mRNA	OPI7
YKR035C_mRNA	OPI8
YLR338W_mRNA	OPI9
YJL212C_mRNA	OPT1
YPR194C_mRNA	OPT2
YBR129C_mRNA	OPY1
YPR075C_mRNA	OPY2
YML065W_mRNA	ORC1
YBR060C_mRNA	ORC2
YLL004W_mRNA	ORC3
YPR162C_mRNA	ORC4
YNL261W_mRNA	ORC5
YHR118C_mRNA	ORC6
YGR038W_mRNA	ORM1
YLR350W_mRNA	ORM2
YOR130C_mRNA	ORT1
YDL019C_mRNA	OSH2
YHR073W_mRNA	OSH3
YKR003W_mRNA	OSH6
YHR001W_mRNA	OSH7
YJR051W_mRNA	OSM1
YJL002C_mRNA	OST1
YOR103C_mRNA	OST2
YOR085W_mRNA	OST3
YDL232W_mRNA	OST4
YGL226C-A_mRNA	OST5
YGL226C-A_pre-mRNA	OST5
YML019W_mRNA	OST6
YOR255W_mRNA	OSW1
YLR054C_mRNA	OSW2
YLR054C_pre-mRNA	OSW2
YMR148W_mRNA	OSW5
YFR039C_mRNA	OSW7
YFL044C_mRNA	OTU1
YHL013C_mRNA	OTU2
YER154W_mRNA	OXA1
YKL215C_mRNA	OXP1
YPL196W_mRNA	OXR1
YHR179W_mRNA	OYE2
YPL171C_mRNA	OYE3
YDR071C_mRNA	PAA1
YER165W_mRNA	PAB1
YOR269W_mRNA	PAC1
YGR078C_mRNA	PAC10
YDR488C_mRNA	PAC11
YER007W_mRNA	PAC2
YDR538W_mRNA	PAD1
YBR279W_mRNA	PAF1
YMR165C_mRNA	PAH1
YMR174C_mRNA	PAI3
YDR348C_mRNA	PAL1
YDR251W_mRNA	PAM1
YJL104W_mRNA	PAM16
YKR065C_mRNA	PAM17
YLR008C_mRNA	PAM18
YIR006C_mRNA	PAN1
YGL094C_mRNA	PAN2
YKL025C_mRNA	PAN3
YHR063C_mRNA	PAN5
YIL145C_mRNA	PAN6
YKR002W_mRNA	PAP1
YOL115W_mRNA	PAP2
YDL173W_mRNA	PAR32
YCR077C_mRNA	PAT1
YJL223C_mRNA	PAU1
YDR542W_mRNA	PAU10
YGL261C_mRNA	PAU11
YGR294W_mRNA	PAU12
YHL046C_mRNA	PAU13
YIL176C_mRNA	PAU14
YIR041W_mRNA	PAU15
YKL224C_mRNA	PAU16
YLL025W_mRNA	PAU17
YLL064C_mRNA	PAU18
YMR325W_mRNA	PAU19
YEL049W_mRNA	PAU2
YOL161C_mRNA	PAU20
YOR394W_mRNA	PAU21
YPL282C_mRNA	PAU22
YLR037C_mRNA	PAU23
YBR301W_mRNA	PAU24
YCR104W_mRNA	PAU3
YLR461W_mRNA	PAU4
YFL020C_mRNA	PAU5
YNR076W_mRNA	PAU6
YAR020C_mRNA	PAU7
YAL068C_mRNA	PAU8
YBL108C-A_mRNA	PAU9
YLR199C_mRNA	PBA1
YLR199C_pre-mRNA	PBA1
YPL272C_mRNA	PBI1
YNL015W_mRNA	PBI2
YCL052C_mRNA	PBN1
YGR178C_mRNA	PBP1
YBR233W_mRNA	PBP2
YDL053C_mRNA	PBP4
YJL128C_mRNA	PBS2
YBR094W_mRNA	PBY1
YBR295W_mRNA	PCA1
YKR095W-A_mRNA	PCC1
YKR095W-A_pre-mRNA	PCC1
YLR151C_mRNA	PCD1
YDR228C_mRNA	PCF11
YBR186W_mRNA	PCH2
YBR186W_pre-mRNA	PCH2
YIL071C_mRNA	PCI8
YKR097W_mRNA	PCK1
YNL289W_mRNA	PCL1
YGL134W_mRNA	PCL10
YDL127W_mRNA	PCL2
YHR071W_mRNA	PCL5
YER059W_mRNA	PCL6
YIL050W_mRNA	PCL7
YPL219W_mRNA	PCL8
YDL179W_mRNA	PCL9
YEL058W_mRNA	PCM1
YGR101W_mRNA	PCP1
YBR222C_mRNA	PCS60
YGR202C_mRNA	PCT1
YER178W_mRNA	PDA1
YBR221C_mRNA	PDB1
YLR044C_mRNA	PDC1
YDR081C_mRNA	PDC2
YLR134W_mRNA	PDC5
YGR087C_mRNA	PDC6
YGL248W_mRNA	PDE1
YOR360C_mRNA	PDE2
YPR002W_mRNA	PDH1
YCL043C_mRNA	PDI1
YLR455W_mRNA	PDP3
YGL013C_mRNA	PDR1
YOR328W_mRNA	PDR10
YIL013C_mRNA	PDR11
YPL058C_mRNA	PDR12
YDR406W_mRNA	PDR15
YNL231C_mRNA	PDR16
YNL264C_mRNA	PDR17
YNR070W_mRNA	PDR18
YBL005W_mRNA	PDR3
YOR153W_mRNA	PDR5
YLR266C_mRNA	PDR8
YDR113C_mRNA	PDS1
YMR076C_mRNA	PDS5
YGR193C_mRNA	PDX1
YBR035C_mRNA	PDX3
YER149C_mRNA	PEA2
YGR058W_mRNA	PEF1
YBL017C_mRNA	PEP1
YOR036W_mRNA	PEP12
YLR148W_mRNA	PEP3
YPL154C_mRNA	PEP4
YMR231W_mRNA	PEP5
YDR323C_mRNA	PEP7
YJL053W_mRNA	PEP8
YCR044C_mRNA	PER1
YLR064W_mRNA	PER33
YFR023W_mRNA	PES4
YKR046C_mRNA	PET10
YDR079W_mRNA	PET100
YMR257C_mRNA	PET111
YBL080C_mRNA	PET112
YER058W_mRNA	PET117
YER153C_mRNA	PET122
YOR158W_mRNA	PET123
YOR017W_mRNA	PET127
YJL023C_mRNA	PET130
YCR020C_mRNA	PET18
YJR034W_mRNA	PET191
YPL159C_mRNA	PET20
YLR067C_mRNA	PET309
YNR045W_mRNA	PET494
YGR222W_mRNA	PET54
YNL003C_mRNA	PET8
YBL030C_mRNA	PET9
YKL197C_mRNA	PEX1
YDR265W_mRNA	PEX10
YOL147C_mRNA	PEX11
YMR026C_mRNA	PEX12
YLR191W_mRNA	PEX13
YGL153W_mRNA	PEX14
YOL044W_mRNA	PEX15
YNL214W_mRNA	PEX17
YHR160C_mRNA	PEX18
YDL065C_mRNA	PEX19
YJL210W_mRNA	PEX2
YGR239C_mRNA	PEX21
YAL055W_mRNA	PEX22
YPL112C_mRNA	PEX25
YOR193W_mRNA	PEX27
YHR150W_mRNA	PEX28
YDR479C_mRNA	PEX29
YDR329C_mRNA	PEX3
YLR324W_mRNA	PEX30
YGR004W_mRNA	PEX31
YBR168W_mRNA	PEX32
YCL056C_mRNA	PEX34
YGR133W_mRNA	PEX4
YDR244W_mRNA	PEX5
YNL329C_mRNA	PEX6
YDR142C_mRNA	PEX7
YGR077C_mRNA	PEX8
YNL326C_mRNA	PFA3
YOL003C_mRNA	PFA4
YDR459C_mRNA	PFA5
YJL179W_mRNA	PFD1
YBR074W_mRNA	PFF1
YGR240C_mRNA	PFK1
YMR205C_mRNA	PFK2
YIL107C_mRNA	PFK26
YOL136C_mRNA	PFK27
YHR185C_mRNA	PFS1
YNL317W_mRNA	PFS2
YOR122C_mRNA	PFY1
YOR122C_pre-mRNA	PFY1
YNL158W_mRNA	PGA1
YNL149C_mRNA	PGA2
YML125C_mRNA	PGA3
YPL206C_mRNA	PGC1
YGL025C_mRNA	PGD1
YBR196C_mRNA	PGI1
YCR012W_mRNA	PGK1
YKL127W_mRNA	PGM1
YMR105C_mRNA	PGM2
YCL004W_mRNA	PGS1
YJR153W_mRNA	PGU1
YNL316C_mRNA	PHA2
YGR132C_mRNA	PHB1
YGR231C_mRNA	PHB2
YKL043W_mRNA	PHD1
YDR281C_mRNA	PHM6
YOL084W_mRNA	PHM7
YER037W_mRNA	PHM8
YAR071W_mRNA	PHO11
YHR215W_mRNA	PHO12
YDL236W_mRNA	PHO13
YDL106C_mRNA	PHO2
YNL097C_mRNA	PHO23
YBR092C_mRNA	PHO3
YFR034C_mRNA	PHO4
YBR093C_mRNA	PHO5
YDR481C_mRNA	PHO8
YOL001W_mRNA	PHO80
YGR233C_mRNA	PHO81
YML123C_mRNA	PHO84
YPL031C_mRNA	PHO85
YPL031C_pre-mRNA	PHO85
YJL117W_mRNA	PHO86
YCR037C_mRNA	PHO87
YBR106W_mRNA	PHO88
YBR296C_mRNA	PHO89
YJL198W_mRNA	PHO90
YNR013C_mRNA	PHO91
YDR374C_mRNA	PHO92
YOR386W_mRNA	PHR1
YJL097W_mRNA	PHS1
YDR313C_mRNA	PIB1
YGL023C_mRNA	PIB2
YER053C_mRNA	PIC2
YML061C_mRNA	PIF1
YLR273C_mRNA	PIG1
YIL045W_mRNA	PIG2
YHR034C_mRNA	PIH1
YNL267W_mRNA	PIK1
YGR086C_mRNA	PIL1
YBL022C_mRNA	PIM1
YOR104W_mRNA	PIN2
YPR154W_mRNA	PIN3
YBL051C_mRNA	PIN4
YOR363C_mRNA	PIP2
YKL164C_mRNA	PIR1
YKL163W_mRNA	PIR3
YPR113W_mRNA	PIS1
YBL105C_mRNA	PKC1
YDR490C_mRNA	PKH1
YOL100W_mRNA	PKH2
YDR466W_mRNA	PKH3
YIL042C_mRNA	PKP1
YGL059W_mRNA	PKP2
YMR123W_mRNA	PKR1
YMR008C_mRNA	PLB1
YMR006C_mRNA	PLB2
YOL011W_mRNA	PLB3
YPL268W_mRNA	PLC1
YDR501W_mRNA	PLM2
YDR183W_mRNA	PLP1
YOR281C_mRNA	PLP2
YGL008C_mRNA	PMA1
YPL036W_mRNA	PMA2
YGL006W_mRNA	PMC1
YER132C_mRNA	PMD1
YER003C_mRNA	PMI40
YER003C_pre-mRNA	PMI40
YLR016C_mRNA	PML1
YML107C_mRNA	PML39
YCR024C-A_mRNA	PMP1
YEL017C-A_mRNA	PMP2
YDR276C_mRNA	PMP3
YGL167C_mRNA	PMR1
YNL082W_mRNA	PMS1
YDL095W_mRNA	PMT1
YAL023C_mRNA	PMT2
YOR321W_mRNA	PMT3
YJR143C_mRNA	PMT4
YDL093W_mRNA	PMT5
YGR199W_mRNA	PMT6
YDR307W_mRNA	PMT7
YKL128C_mRNA	PMU1
YGL037C_mRNA	PNC1
YPL096W_mRNA	PNG1
YOR145C_mRNA	PNO1
YLR209C_mRNA	PNP1
YOR161C_mRNA	PNS1
YOR266W_mRNA	PNT1
YBR022W_mRNA	POA1
YML069W_mRNA	POB3
YPL144W_mRNA	POC4
YCL047C_mRNA	POF1
YIL122W_mRNA	POG1
YNL102W_mRNA	POL1
YBL035C_mRNA	POL12
YNL262W_mRNA	POL2
YDL102W_mRNA	POL3
YBR088C_mRNA	POL30
YJR006W_mRNA	POL31
YJR043C_mRNA	POL32
YCR014C_mRNA	POL4
YEL055C_mRNA	POL5
YMR129W_mRNA	POM152
YLL023C_mRNA	POM33
YLR018C_mRNA	POM34
YNL221C_mRNA	POP1
YNR052C_mRNA	POP2
YNL282W_mRNA	POP3
YBR257W_mRNA	POP4
YAL033W_mRNA	POP5
YGR030C_mRNA	POP6
YBR167C_mRNA	POP7
YBL018C_mRNA	POP8
YBL018C_pre-mRNA	POP8
YNL055C_mRNA	POR1
YIL114C_mRNA	POR2
YPL188W_mRNA	POS5
YIL160C_mRNA	POT1
YGL205W_mRNA	POX1
YMR267W_mRNA	PPA2
YHR075C_mRNA	PPE1
YNR032W_mRNA	PPG1
YDL134C_mRNA	PPH21
YDL188C_mRNA	PPH22
YDR075W_mRNA	PPH3
YDR435C_mRNA	PPM1
YOL141W_mRNA	PPM2
YDR452W_mRNA	PPN1
YPL179W_mRNA	PPQ1
YLR014C_mRNA	PPR1
YBR276C_mRNA	PPS1
YGR123C_mRNA	PPT1
YPL148C_mRNA	PPT2
YHR201C_mRNA	PPX1
YML016C_mRNA	PPZ1
YDR436W_mRNA	PPZ2
YEL060C_mRNA	PRB1
YMR297W_mRNA	PRC1
YCL057W_mRNA	PRD1
YER012W_mRNA	PRE1
YOR362C_mRNA	PRE10
YPR103W_mRNA	PRE2
YJL001W_mRNA	PRE3
YJL001W_pre-mRNA	PRE3
YFR050C_mRNA	PRE4
YMR314W_mRNA	PRE5
YOL038W_mRNA	PRE6
YBL041W_mRNA	PRE7
YML092C_mRNA	PRE8
YGR135W_mRNA	PRE9
YIR008C_mRNA	PRI1
YKL045W_mRNA	PRI2
YIL095W_mRNA	PRK1
YNL279W_mRNA	PRM1
YJL108C_mRNA	PRM10
YMR278W_mRNA	PRM15
YIL037C_mRNA	PRM2
YPL192C_mRNA	PRM3
YPL156C_mRNA	PRM4
YIL117C_mRNA	PRM5
YML047C_mRNA	PRM6
YDL039C_mRNA	PRM7
YGL053W_mRNA	PRM8
YAR031W_mRNA	PRM9
YDR300C_mRNA	PRO1
YOR323C_mRNA	PRO2
YER023W_mRNA	PRO3
YDL043C_mRNA	PRP11
YKR086W_mRNA	PRP16
YGR006W_mRNA	PRP18
YLL036C_mRNA	PRP19
YNR011C_mRNA	PRP2
YJL203W_mRNA	PRP21
YER013W_mRNA	PRP22
YMR268C_mRNA	PRP24
YDR243C_mRNA	PRP28
YDR473C_mRNA	PRP3
YGR091W_mRNA	PRP31
YGR075C_mRNA	PRP38
YML046W_mRNA	PRP39
YPR178W_mRNA	PRP4
YKL012W_mRNA	PRP40
YDR235W_mRNA	PRP42
YGL120C_mRNA	PRP43
YAL032C_mRNA	PRP45
YPL151C_mRNA	PRP46
YBR237W_mRNA	PRP5
YBR055C_mRNA	PRP6
YHR165C_mRNA	PRP8
YDL030W_mRNA	PRP9
YKL116C_mRNA	PRR1
YDL214C_mRNA	PRR2
YKL181W_mRNA	PRS1
YER099C_mRNA	PRS2
YHL011C_mRNA	PRS3
YBL068W_mRNA	PRS4
YOL061W_mRNA	PRS5
YOR361C_mRNA	PRT1
YBL064C_mRNA	PRX1
YJL079C_mRNA	PRY1
YKR013W_mRNA	PRY2
YJL078C_mRNA	PRY3
YDL055C_mRNA	PSA1
YNL169C_mRNA	PSD1
YGR170W_mRNA	PSD2
YMR308C_mRNA	PSE1
YDR013W_mRNA	PSF1
YJL072C_mRNA	PSF2
YOL146W_mRNA	PSF3
YOL054W_mRNA	PSH1
YAL017W_mRNA	PSK1
YOL045W_mRNA	PSK2
YMR137C_mRNA	PSO2
YDR505C_mRNA	PSP1
YML017W_mRNA	PSP2
YML017W_pre-mRNA	PSP2
YLL010C_mRNA	PSR1
YLR019W_mRNA	PSR2
YDR055W_mRNA	PST1
YDR032C_mRNA	PST2
YKL076C_mRNA	PSY1
YNL201C_mRNA	PSY2
YLR376C_mRNA	PSY3
YBL046W_mRNA	PSY4
YAL043C_mRNA	PTA1
YDL006W_mRNA	PTC1
YER089C_mRNA	PTC2
YBL056W_mRNA	PTC3
YBR125C_mRNA	PTC4
YOR090C_mRNA	PTC5
YCR079W_mRNA	PTC6
YHR076W_mRNA	PTC7
YHR076W_pre-mRNA	PTC7
YHR189W_mRNA	PTH1
YBL057C_mRNA	PTH2
YGR156W_mRNA	PTI1
YKL198C_mRNA	PTK1
YJR059W_mRNA	PTK2
YKL039W_mRNA	PTM1
YDL230W_mRNA	PTP1
YOR208W_mRNA	PTP2
YER075C_mRNA	PTP3
YKR093W_mRNA	PTR2
YFR029W_mRNA	PTR3
YNL016W_mRNA	PUB1
YPR042C_mRNA	PUF2
YLL013C_mRNA	PUF3
YGL014W_mRNA	PUF4
YDR496C_mRNA	PUF6
YER185W_mRNA	PUG1
YLR414C_mRNA	PUN1
YOR157C_mRNA	PUP1
YGR253C_mRNA	PUP2
YER094C_mRNA	PUP3
YPL212C_mRNA	PUS1
YGL063W_mRNA	PUS2
YNL292W_mRNA	PUS4
YLR165C_mRNA	PUS5
YGR169C_mRNA	PUS6
YOR243C_mRNA	PUS7
YDL036C_mRNA	PUS9
YLR142W_mRNA	PUT1
YHR037W_mRNA	PUT2
YKL015W_mRNA	PUT3
YOR348C_mRNA	PUT4
YLR196W_mRNA	PWP1
YCR057C_mRNA	PWP2
PWR1	PWR1
YPL147W_mRNA	PXA1
YKL188C_mRNA	PXA2
YKR090W_mRNA	PXL1
YGR280C_mRNA	PXR1
YGL062W_mRNA	PYC1
YBR218C_mRNA	PYC2
YOR347C_mRNA	PYK2
YPR186C_mRNA	PZF1
YHR001W-A_mRNA	QCR10
YHR001W-A_pre-mRNA	QCR10
YPR191W_mRNA	QCR2
YFR033C_mRNA	QCR6
YDR529C_mRNA	QCR7
YJL166W_mRNA	QCR8
YGR183C_mRNA	QCR9
YGR183C_pre-mRNA	QCR9
YIL120W_mRNA	QDR1
YIL121W_mRNA	QDR2
YBR043C_mRNA	QDR3
YHR074W_mRNA	QNS1
YDL103C_mRNA	QRI1
YLR204W_mRNA	QRI5
YDL104C_mRNA	QRI7
YPL022W_mRNA	RAD1
YML095C_mRNA	RAD10
YMR201C_mRNA	RAD14
YMR201C_pre-mRNA	RAD14
YBR114W_mRNA	RAD16
YOR368W_mRNA	RAD17
YCR066W_mRNA	RAD18
YGR258C_mRNA	RAD2
YEL037C_mRNA	RAD23
YER173W_mRNA	RAD24
YJR035W_mRNA	RAD26
YKL113C_mRNA	RAD27
YDR030C_mRNA	RAD28
YER171W_mRNA	RAD3
YDR419W_mRNA	RAD30
YML011C_mRNA	RAD33
YDR314C_mRNA	RAD34
YER162C_mRNA	RAD4
YLR032W_mRNA	RAD5
YNL250W_mRNA	RAD50
YER095W_mRNA	RAD51
YML032C_mRNA	RAD52
YPL153C_mRNA	RAD53
YGL163C_mRNA	RAD54
YDR076W_mRNA	RAD55
YDR004W_mRNA	RAD57
YDL059C_mRNA	RAD59
YGL058W_mRNA	RAD6
YDR014W_mRNA	RAD61
YJR052W_mRNA	RAD7
YDR217C_mRNA	RAD9
YGL246C_mRNA	RAI1
YDL090C_mRNA	RAM1
YKL019W_mRNA	RAM2
YNL216W_mRNA	RAP1
YOR101W_mRNA	RAS1
YNL098C_mRNA	RAS2
YOR048C_mRNA	RAT1
YJR033C_mRNA	RAV1
YDR202C_mRNA	RAV2
YOR301W_mRNA	RAX1
YLR084C_mRNA	RAX2
YDR527W_mRNA	RBA50
YPL246C_mRNA	RBD2
YAL036C_mRNA	RBG1
YGR173W_mRNA	RBG2
YCR036W_mRNA	RBK1
YOR265W_mRNA	RBL2
YDL189W_mRNA	RBS1
YDL189W_pre-mRNA	RBS1
YMR274C_mRNA	RCE1
YML030W_mRNA	RCF1
YNR018W_mRNA	RCF2
YGL158W_mRNA	RCK1
YLR248W_mRNA	RCK2
YOL010W_mRNA	RCL1
YNL022C_mRNA	RCM1
YKL159C_mRNA	RCN1
YOR220W_mRNA	RCN2
YMR075W_mRNA	RCO1
YBR005W_mRNA	RCR1
YDR003W_mRNA	RCR2
YJL204C_mRNA	RCY1
YBR073W_mRNA	RDH54
YDL135C_mRNA	RDI1
YOR285W_mRNA	RDL1
YOR286W_mRNA	RDL2
YOR380W_mRNA	RDR1
YCR106W_mRNA	RDS1
YPL133C_mRNA	RDS2
YPR094W_mRNA	RDS3
YCL054W-A_mRNA	RDT1
YBR049C_mRNA	REB1
YLR329W_mRNA	REC102
YLR329W_pre-mRNA	REC102
YHR157W_mRNA	REC104
YJR021C_mRNA	REC107
YJR021C_pre-mRNA	REC107
YMR133W_mRNA	REC114
YMR133W_pre-mRNA	REC114
YPR007C_mRNA	REC8
YLR263W_mRNA	RED1
YJL217W_mRNA	REE1
YDR195W_mRNA	REF2
YDR028C_mRNA	REG1
YBR050C_mRNA	REG2
YLR387C_mRNA	REH1
YBR267W_mRNA	REI1
YCL001W_mRNA	RER1
YBR002C_mRNA	RER2
YOR207C_mRNA	RET1
YFR051C_mRNA	RET2
YPL010W_mRNA	RET3
YOR346W_mRNA	REV1
YPL167C_mRNA	REV3
YIL139C_mRNA	REV7
YLR059C_mRNA	REX2
YLR107W_mRNA	REX3
YOL080C_mRNA	REX4
YAR007C_mRNA	RFA1
YNL312W_mRNA	RFA2
YNL312W_pre-mRNA	RFA2
YJL173C_mRNA	RFA3
YOR217W_mRNA	RFC1
YJR068W_mRNA	RFC2
YNL290W_mRNA	RFC3
YOL094C_mRNA	RFC4
YBR087W_mRNA	RFC5
YOR279C_mRNA	RFM1
YBR052C_mRNA	RFS1
YBL020W_mRNA	RFT1
YLR073C_mRNA	RFU1
YLR176C_mRNA	RFX1
YOR127W_mRNA	RGA1
YDR379W_mRNA	RGA2
YPR115W_mRNA	RGC1
YBR260C_mRNA	RGD1
YFL047W_mRNA	RGD2
YER067W_mRNA	RGI1
YIL057C_mRNA	RGI2
YPL066W_mRNA	RGL1
YMR182C_mRNA	RGM1
YDR137W_mRNA	RGP1
YLR071C_mRNA	RGR1
YOR107W_mRNA	RGS2
YKL038W_mRNA	RGT1
YDL138W_mRNA	RGT2
YCR027C_mRNA	RHB1
YPR165W_mRNA	RHO1
YNL090W_mRNA	RHO2
YIL118W_mRNA	RHO3
YKR055W_mRNA	RHO4
YNL180C_mRNA	RHO5
YNL163C_mRNA	RIA1
YBL033C_mRNA	RIB1
YOL066C_mRNA	RIB2
YDR487C_mRNA	RIB3
YOL143C_mRNA	RIB4
YBR256C_mRNA	RIB5
YBR153W_mRNA	RIB7
YLR039C_mRNA	RIC1
YBR275C_mRNA	RIF1
YLR453C_mRNA	RIF2
YCR028C-A_mRNA	RIM1
YCR028C-A_pre-mRNA	RIM1
YHL027W_mRNA	RIM101
YMR139W_mRNA	RIM11
YMR154C_mRNA	RIM13
YFL033C_mRNA	RIM15
YBR192W_mRNA	RIM2
YOR275C_mRNA	RIM20
YNL294C_mRNA	RIM21
YHL024W_mRNA	RIM4
YGL045W_mRNA	RIM8
YMR063W_mRNA	RIM9
YOR119C_mRNA	RIO1
YNL207W_mRNA	RIO2
YEL024W_mRNA	RIP1
YMR283C_mRNA	RIT1
YHR197W_mRNA	RIX1
YLL034C_mRNA	RIX7
YOR095C_mRNA	RKI1
YPL208W_mRNA	RKM1
YDR198C_mRNA	RKM2
YBR030W_mRNA	RKM3
YDR257C_mRNA	RKM4
YLR137W_mRNA	RKM5
YMR247C_mRNA	RKR1
YPR018W_mRNA	RLF2
YDR091C_mRNA	RLI1
YPL089C_mRNA	RLM1
YLR009W_mRNA	RLP24
YNL002C_mRNA	RLP7
YKL132C_mRNA	RMA1
YDL001W_mRNA	RMD1
YDR255C_mRNA	RMD5
